Lob F Name,Lob L Name,Report,Group,Date,Type,Description,Cost,Principal
Rodney D,Gray,May-13,ENTIRE MISSOURI SENATE,5/14/2013,"Meals, Food, & Beverage",Catered meal hosted in Senator Curls office at the state capitol.,$165.00 ,JE DUNN CONSTRUCTION 
Michael David,Grote,Feb-13,"GENERAL LAWS, Standing",2/5/2013,"Meals, Food, & Beverage",Missouri State Capitol   lunch,$241.95 ,MISSOURI SCHOOL BOARDS ASSOCIATION
Michael David,Grote,Jan-13,HOUSE MAJORITY CAUCUS,1/9/2013,"Meals, Food, & Beverage",Missouri State Capitol ,$438.42 ,CGI TECHNOLOGIES & SOLUTIONS INC.
Michael David,Grote,Jan-13,HOUSE MAJORITY CAUCUS,1/13/2013,"Meals, Food, & Beverage",Missouri State Capitol food and beverage,$537.74 ,CGI TECHNOLOGIES & SOLUTIONS INC.
Michael David,Grote,Apr-13,ENTIRE MISSOURI HOUSE,4/24/2013,"Meals, Food, & Beverage",Dinner for Missouri House,$422.63 ,MISSOURI SCHOOL BOARDS ASSOCIATION
Mark F,Habbas,Feb-13,ENTIRE MISSOURI SENATE,2/25/2013,"Meals, Food, & Beverage",Dinner in Senator Nieves Office,$208.46 ,MISSOURI STATE COUNCIL OF FIRE FIGHTERS
Mark F,Habbas,Apr-13,ENTIRE GENERAL ASSEMBLY,4/23/2013,"Meals, Food, & Beverage",FireFighter Reception at Paddy Malones,$540.00 ,MISSOURI STATE COUNCIL OF FIRE FIGHTERS
Mark F,Habbas,Apr-13,ENTIRE MISSOURI HOUSE,4/10/2013,"Meals, Food, & Beverage",Hooks Bowling for House crab boil,$362.84 ,MISSOURI STATE COUNCIL OF FIRE FIGHTERS
Mark F,Habbas,Apr-13,ENTIRE MISSOURI SENATE,4/3/2013,"Meals, Food, & Beverage",Senate Crab Boil at Bones,$220.68 ,MISSOURI STATE COUNCIL OF FIRE FIGHTERS
Mark F,Habbas,May-13,ENTIRE GENERAL ASSEMBLY,5/3/2013,"Meals, Food, & Beverage",House and Senate Boots Scoot and Boogie Event at Memorial Park,$250.00 ,MISSOURI STATE COUNCIL OF FIRE FIGHTERS
Mark F,Habbas,Mar-13,ENTIRE MISSOURI HOUSE,3/5/2013,"Meals, Food, & Beverage",Dinner at Hooks for the MO House,$124.00 ,MISSOURI STATE COUNCIL OF FIRE FIGHTERS
Mark F,Habbas,Mar-13,ENTIRE MISSOURI HOUSE,3/26/2013,"Meals, Food, & Beverage",Dinner for MO House-Bones,$169.00 ,MISSOURI STATE COUNCIL OF FIRE FIGHTERS
Mandy,Hagan,Apr-13,HOUSE MAJORITY CAUCUS,4/10/2013,"Meals, Food, & Beverage",Crab Boil at Hooks,$212.50 ,WALGREEN CO
Mandy,Hagan,Apr-13,HOUSE MINORITY CAUCUS,4/10/2013,"Meals, Food, & Beverage",Crab Boil at Hooks,$212.50 ,WALGREEN CO
Jay R,Hahn,Feb-13,"PROFESSIONAL REGISTRATION AND LICENSING, Standing",2/13/2013,"Meals, Food, & Beverage",Capitol Building Catered Committee Lunch ,$213.48 ,MISSOURI OPTOMETRIC ASSOCIATION
Jay R,Hahn,Apr-13,"HEALTH INSURANCE, Standing",4/16/2013,"Meals, Food, & Beverage"," Catered Luncheon, Capitol Hearing RM 5 ",$173.71 ,MISSOURI OPTOMETRIC ASSOCIATION
Jay R,Hahn,May-13,ENTIRE MISSOURI HOUSE,5/4/2013,"Meals, Food, & Beverage","Softball Tournament, Jefferson City, Obies Pizza   ",$76.00 ,MISSOURI OPTOMETRIC ASSOCIATION
Jay R,Hahn,May-13,ENTIRE MISSOURI SENATE,5/17/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, Catered CJ Wings",$175.81 ,MISSOURI OPTOMETRIC ASSOCIATION
David C.,Hale,Mar-13,"RULES, Standing",3/28/2013,"Meals, Food, & Beverage","Catered lunch, MO State Capitol, JC MO",$151.38 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Mar-13,SENATE MINORITY CAUCUS,3/13/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$63.99 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Mar-13,HOUSE MAJORITY CAUCUS,3/13/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$360.64 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Mar-13,SENATE MAJORITY CAUCUS,3/20/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$82.23 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Mar-13,SENATE MAJORITY CAUCUS,3/24/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$194.53 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Mar-13,HOUSE MAJORITY CAUCUS,3/26/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$92.99 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Mar-13,HOUSE MAJORITY CAUCUS,3/25/2013,"Meals, Food, & Beverage","Event at DoubleTree, JC MO","$3,606.31 ",MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Mar-13,"PROFESSIONAL REGISTRATION AND LICENSING, Standing",3/5/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$49.69 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Mar-13,HOUSE MAJORITY CAUCUS,3/6/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$87.87 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Mar-13,HOUSE MAJORITY CAUCUS,3/6/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$117.88 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Mar-13,HOUSE MAJORITY CAUCUS,3/2/2013,"Meals, Food, & Beverage","Weekly coffee delivery, MO State Capitol, JC MO",$101.98 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Mar-13,SENATE MAJORITY CAUCUS,3/6/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$60.80 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Mar-13,"TRANSPORTATION, Standing",3/12/2013,"Meals, Food, & Beverage","catered lunch, MO State Capitol, JC MO",$241.73 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Feb-13,"PROFESSIONAL REGISTRATION AND LICENSING, Standing",2/25/2013,"Meals, Food, & Beverage",Grocery delivery to MO State Capitol,$67.00 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Feb-13,"HEALTH CARE POLICY, Standing",2/27/2013,"Meals, Food, & Beverage","catered lunch, MO State Capitol",$110.42 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Feb-13,"BUDGET, Standing",2/18/2013,"Meals, Food, & Beverage","Dinner event, DoubleTree Hotel","$2,897.27 ",MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Feb-13,JUDICIARY AND CIVIL AND CRIMINAL JURISPRUDENCE - Assigned bills,2/11/2013,"Meals, Food, & Beverage","catered lunch, MO State Capitol",$170.00 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Feb-13,HOUSE MAJORITY CAUCUS,2/27/2013,"Meals, Food, & Beverage",grocery delivery fr/HyVee,$56.40 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Feb-13,HOUSE MAJORITY CAUCUS,2/18/2013,"Meals, Food, & Beverage",grocery delivery fr/HyVee,$84.18 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Feb-13,HOUSE MAJORITY CAUCUS,2/13/2013,"Meals, Food, & Beverage",grocery delivery fr/HyVee,$41.60 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Feb-13,HOUSE MAJORITY CAUCUS,2/4/2013,"Meals, Food, & Beverage",grocery delivery fr/HyVee,$72.75 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Feb-13,HOUSE MAJORITY CAUCUS,2/1/2013,"Meals, Food, & Beverage","weekly coffee delivery, MO State Capitol",$135.97 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Feb-13,SENATE MAJORITY CAUCUS,2/25/2013,"Meals, Food, & Beverage",grocery delivery fr/HyVee,$75.28 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Feb-13,SENATE MAJORITY CAUCUS,2/13/2013,"Meals, Food, & Beverage",grocery delivery fr/HyVee,$89.67 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Feb-13,SENATE MAJORITY CAUCUS,2/4/2013,"Meals, Food, & Beverage",grocery delivery fr/HyVee,$85.63 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Feb-13,ENTIRE MISSOURI SENATE,2/26/2013,"Meals, Food, & Beverage","catered lunch, MO State Capitol",$230.42 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Feb-13,ENTIRE MISSOURI SENATE,2/12/2013,"Meals, Food, & Beverage","catered lunch, MO State Capitol",$339.39 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Feb-13,ENTIRE MISSOURI SENATE,2/12/2013,"Meals, Food, & Beverage","Catered meals, Mo State Capitol",$500.00 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Feb-13,ENTIRE MISSOURI SENATE,2/7/2013,"Meals, Food, & Beverage","catered lunch, MO State Capitol",$879.87 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Jan-13,HOUSE MAJORITY CAUCUS,1/11/2013,"Meals, Food, & Beverage","Weekly coffee delivery, MO State Capitol, JC MO",$94.28 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Jan-13,SENATE MINORITY CAUCUS,1/31/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$101.74 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Jan-13,"BUDGET, Standing",1/28/2013,"Meals, Food, & Beverage","catered breakfast, MO State Capitol, JC MO",$267.50 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Jan-13,HOUSE MAJORITY CAUCUS,1/30/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$168.63 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Jan-13,HOUSE MAJORITY CAUCUS,1/24/2013,"Meals, Food, & Beverage","grocery delivery, MO State Capitol, JC MO",$129.32 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Jan-13,HOUSE MAJORITY CAUCUS,1/28/2013,"Meals, Food, & Beverage","grocery delivery, MO State Capitol, JC MO",$81.84 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Jan-13,HOUSE MINORITY CAUCUS,1/29/2013,"Meals, Food, & Beverage","weekly coffee delivery, MO State Capitol, JC MO",$325.88 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Jan-13,HOUSE MAJORITY CAUCUS,1/22/2013,"Meals, Food, & Beverage","Weekly coffee delivery, MO State Capitol, JC MO",$67.99 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Jan-13,"PROFESSIONAL REGISTRATION AND LICENSING, Standing",1/28/2013,"Meals, Food, & Beverage","grocery delivery, MO State Capitol, JC MO",$46.33 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Jan-13,SENATE MINORITY CAUCUS,1/15/2013,"Meals, Food, & Beverage","grocery delivery, MO State Capitol, JC MO",$51.69 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Jan-13,ENTIRE MISSOURI SENATE,1/9/2013,"Meals, Food, & Beverage","catered lunch, MO State Capitol, JC MO",$500.00 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Jan-13,HOUSE MAJORITY CAUCUS,1/15/2013,"Meals, Food, & Beverage","grocery delivery, MO State Capitol, JC MO",$96.49 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Jan-13,HOUSE MAJORITY CAUCUS,1/15/2013,"Meals, Food, & Beverage","grocery delivery, MO State Capitol, JC MO",$49.90 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Jan-13,HOUSE MAJORITY CAUCUS,1/16/2013,"Meals, Food, & Beverage","grocery delivery, MO State Capitol, JC MO",$372.55 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Jan-13,ENTIRE GENERAL ASSEMBLY,1/25/2013,"Meals, Food, & Beverage","catered lunch, MO State Capitol, JC",$255.00 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Jan-13,HOUSE MAJORITY CAUCUS,1/8/2013,"Meals, Food, & Beverage","Catered luncheon, MO State Capitol, JC MO",$350.00 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Apr-13,ENTIRE MISSOURI SENATE,4/23/2013,"Meals, Food, & Beverage","Weekly chai delivery, MO State Capitol",$299.67 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Apr-13,HOUSE MAJORITY CAUCUS,4/22/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$102.51 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Apr-13,"GENERAL LAWS, Standing",4/23/2013,"Meals, Food, & Beverage","Catered lunch, MO State Capitol, JC MO",$224.98 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Apr-13,"PROFESSIONAL REGISTRATION AND LICENSING, Standing",4/17/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$150.21 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Apr-13,SENATE MAJORITY CAUCUS,4/16/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$75.27 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Apr-13,HOUSE MAJORITY CAUCUS,4/16/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$135.96 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Apr-13,VETERANS` AFFAIRS AND HEALTH - Assigned bills,4/16/2013,"Meals, Food, & Beverage","Dinner, Alexandro's, JC MO",$792.13 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Apr-13,ENTIRE MISSOURI SENATE,4/30/2013,"Meals, Food, & Beverage","Catered lunch, MO State Capitol, JC MO",$400.00 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Apr-13,"RULES, Standing",4/29/2013,"Meals, Food, & Beverage","Weekly delivery fr/Cafe Via Roma, MO State Capitol, JC MO",$69.69 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Apr-13,SENATE MAJORITY CAUCUS,4/30/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$122.01 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Apr-13,HOUSE MAJORITY CAUCUS,4/29/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$195.55 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Apr-13,HOUSE MAJORITY CAUCUS,4/29/2013,"Meals, Food, & Beverage","Weekly coffee delivery, MO State Capitol, JC MO",$104.98 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Apr-13,SENATE MINORITY CAUCUS,4/30/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$65.44 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Apr-13,SENATE MAJORITY CAUCUS,4/29/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol JC MO",$133.54 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Apr-13,HOUSE MAJORITY CAUCUS,4/29/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$129.14 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Apr-13,ENTIRE MISSOURI SENATE,4/30/2013,"Meals, Food, & Beverage","Catered breakfast, MO State Capitol, JC MO","$1,817.86 ",MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Apr-13,"APPROPRIATIONS - HEALTH, MENTAL HEALTH, AND SOCIAL SERVICES, Standing",4/9/2013,"Meals, Food, & Beverage","Catered breakfast, MO State Capitol, JC MO",$39.32 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Apr-13,"FISCAL REVIEW, Standing",4/10/2013,"Meals, Food, & Beverage","Catered breakfast, MO State Capitol, JC MO",$39.32 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Apr-13,"BUDGET, Standing",4/9/2013,"Meals, Food, & Beverage","Catered lunch, MO State Capitol, JC MO",$590.76 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Apr-13,"PROFESSIONAL REGISTRATION AND LICENSING, Standing",4/2/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$67.31 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Apr-13,HOUSE MAJORITY CAUCUS,4/3/2013,"Meals, Food, & Beverage","Weekly coffee delivery, MO State Capitol, JC MO",$135.97 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Apr-13,HOUSE MAJORITY CAUCUS,4/2/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol JC MO",$99.74 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Apr-13,SENATE MAJORITY CAUCUS,4/4/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$103.64 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Apr-13,HOUSE MAJORITY CAUCUS,4/9/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol JC MO",$204.49 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Apr-13,HOUSE MAJORITY CAUCUS,4/10/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$63.71 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Apr-13,"HEALTH CARE POLICY, Standing",4/10/2013,"Meals, Food, & Beverage","Catered lunch, MO State Capitol, JC MO",$161.05 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Apr-13,HOUSE MAJORITY CAUCUS,4/1/2013,"Meals, Food, & Beverage","Weekly coffee delivery, MO State Capitol JC MO","$1,660.62 ",MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Apr-13,ENTIRE MISSOURI HOUSE,4/2/2013,"Meals, Food, & Beverage","Catered dinner, MO State Capitol, JC MO",$472.59 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,May-13,HOUSE MINORITY CAUCUS,5/2/2013,"Meals, Food, & Beverage","Reception at DoubleTree Hotel, JC MO","$1,852.76 ",MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,May-13,HOUSE MAJORITY CAUCUS,5/6/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$129.78 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,May-13,"BUDGET, Standing",5/7/2013,"Meals, Food, & Beverage","Catered breakfast, MO State Capitol, JC MO",$105.57 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,May-13,SENATE MAJORITY CAUCUS,5/9/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$251.58 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,May-13,SENATE MAJORITY CAUCUS,5/7/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$101.67 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,May-13,ENTIRE MISSOURI HOUSE,5/8/2013,"Meals, Food, & Beverage","Catered lunch, MO State Capitol, JC MO",$500.00 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,May-13,HOUSE MAJORITY CAUCUS,5/13/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$225.61 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,May-13,HOUSE MAJORITY CAUCUS,5/14/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$81.09 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,May-13,SENATE MAJORITY CAUCUS,5/14/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$255.02 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,May-13,"PROFESSIONAL REGISTRATION AND LICENSING, Standing",5/14/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$117.59 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,May-13,ENTIRE GENERAL ASSEMBLY,5/15/2013,"Meals, Food, & Beverage","Catered lunch, MO State Capitol, JC MO",$165.00 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,May-13,HOUSE MAJORITY CAUCUS,5/15/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$81.82 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,May-13,ENTIRE MISSOURI SENATE,5/15/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$45.41 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,May-13,HOUSE MAJORITY CAUCUS,5/16/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$36.18 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,May-13,HOUSE MAJORITY CAUCUS,5/16/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$79.11 ,MISSOURI HOSPITAL ASSOCIATION
Gary,Harbison,Feb-13,ENTIRE GENERAL ASSEMBLY,2/11/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Working Diner",$460.00 ,MISSOURI COALITION FOR ORAL HEALTH INC
Gary,Harbison,Mar-13,"ORAL HEALTH ISSUE DEVELOPMENT, Standing",3/11/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/light refreshments",$192.77 ,MISSOURI COALITION FOR ORAL HEALTH INC
Kathryn Ann,Harness,Mar-13,ENTIRE MISSOURI SENATE,3/1/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Coffee",$173.06 ,ST. LUKE HEALTH SYSTEM
Kathryn Ann,Harness,Mar-13,ENTIRE MISSOURI SENATE,3/25/2013,"Meals, Food, & Beverage","West Gate Bowling Lanes, Jefferson City, MO/Catered dinner",$250.00 ,ST. LUKE HEALTH SYSTEM
Kathryn Ann,Harness,Feb-13,"CRIME PREVENTION AND PUBLIC SAFETY, STANDING",2/7/2013,"Meals, Food, & Beverage",Missouri State Capitol,$178.18 ,AMERICAN INSTITUTE OF ARCHITECTS OF MISSOURI
Kathryn Ann,Harness,Feb-13,ENTIRE MISSOURI SENATE,2/19/2013,"Meals, Food, & Beverage",Missouri State Capitol,$47.13 ,"NORTHPORT HEALTH SERVICES, INC."
Kathryn Ann,Harness,Feb-13,ENTIRE MISSOURI SENATE,2/25/2013,"Meals, Food, & Beverage",Missouri State Capitol,$112.86 ,METRO
Kathryn Ann,Harness,Apr-13,ENTIRE MISSOURI SENATE,4/3/2013,"Meals, Food, & Beverage",Missouri State Ca,$286.74 ,METRO
Kathryn Ann,Harness,Apr-13,"UTILITIES, Standing",4/11/2013,"Meals, Food, & Beverage","Missouri State Captitol, Jefferson City, MO",$104.00 ,"AMERESCO, INC."
Kathryn Ann,Harness,Apr-13,"CRIME PREVENTION AND PUBLIC SAFETY, STANDING",4/15/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered lunch",$195.62 ,AMERICAN INSTITUTE OF ARCHITECTS OF MISSOURI
Kathryn Ann,Harness,Apr-13,"GENERAL LAWS, Standing",4/30/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch",$183.97 ,MISSOURI BEER WHOLESALERS ASSOCIATION
Kathryn Ann,Harness,Apr-13,"PROFESSIONAL REGISTRATION AND LICENSING, Standing",4/17/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch",$285.79 ,ST. LUKE HEALTH SYSTEM
Kathryn Ann,Harness,Apr-13,ENTIRE MISSOURI SENATE,4/23/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered breakfast",$290.86 ,"NORTHPORT HEALTH SERVICES, INC."
Kathryn Ann,Harness,May-13,ENTIRE MISSOURI SENATE,5/8/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO, catered luncheon",$165.00 ,ST. LUKE HEALTH SYSTEM
Kathryn Ann,Harness,May-13,ENTIRE MISSOURI SENATE,5/7/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO, catered lunch",$301.63 ,"NORTHPORT HEALTH SERVICES, INC."
Kathryn Ann,Harness,May-13,ENTIRE MISSOURI SENATE,5/1/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO, catered tea/coffee",$173.06 ,METRO
Kathryn Ann,Harness,May-13,"PROFESSIONAL REGISTRATION AND LICENSING, Standing",5/1/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO, catered luncheon",$400.65 ,AMERICAN INSTITUTE OF ARCHITECTS OF MISSOURI
James,Harris,May-13,ENTIRE GENERAL ASSEMBLY,5/16/2013,"Meals, Food, & Beverage",Sponsorship of catering from Gates BBQ for lunch.,$165.00 ,"The J Harris Company, L.L.C."
Michael D,Harrold,Apr-13,ENTIRE GENERAL ASSEMBLY,4/9/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch and Breakfast for ESI MO Employee Day 4/9/13","$6,423.44 ","EXPRESS SCRIPTS, INC."
Michael D,Harrold,Apr-13,ENTIRE MISSOURI SENATE,4/8/2013,"Meals, Food, & Beverage","Jeff City, MO/Catered dinner at Capitol City CORK & Provisions for ESI Employee Day 4/8/2013","$1,472.37 ","EXPRESS SCRIPTS, INC."
Denise L.,Hasty,Jan-13,ENTIRE GENERAL ASSEMBLY,1/30/2013,"Meals, Food, & Beverage",Catered Breakfast,$382.80 ,ASSOCIATED GENERAL CONTRACTORS OF ST. LOUIS
Shanon M,Hawk,Jan-13,HOUSE MAJORITY CAUCUS,1/28/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Reception",$298.94 ,MISSOURI SOCIETY OF EYE PHYSICIANS AND SURGEONS
Shanon M,Hawk,Apr-13,"PROFESSIONAL REGISTRATION AND LICENSING, Standing",4/24/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO; catered luncheon",$352.63 ,MISSOURI SOCIETY OF EYE PHYSICIANS AND SURGEONS
Brent,Hemphill,Mar-13,"AGRI-BUSINESS, Standing",3/12/2013,"Meals, Food, & Beverage",MO State Capitol - Breakfast ,$193.91 ,MISSOURI PORK ASSOCIATION
Brent,Hemphill,Mar-13,"AGRICULTURE, FOOD PRODUCTION AND OUTDOOR RESOURCES - Assigned Bills",3/13/2013,"Meals, Food, & Beverage",Dinner at MO State Capitol ,$170.43 ,MISSOURI PORK ASSOCIATION
Brent,Hemphill,Mar-13,"LOCAL GOVERNMENT, Standing",3/12/2013,"Meals, Food, & Beverage",Breakfast at MO State Capitol ,$180.98 ,BRENT HEMPHILL & ASSOCIATES
Brent,Hemphill,Mar-13,ENTIRE GENERAL ASSEMBLY,3/12/2013,"Meals, Food, & Beverage",Lobby Day Breakfast at MO State Capitol ,$712.60 ,MISSOURI AMBULANCE ASSOCIATION
Brent,Hemphill,Mar-13,"BUDGET, Standing",3/7/2013,"Meals, Food, & Beverage",Shakes from Central Dairy ,$135.00 ,BRENT HEMPHILL & ASSOCIATES
