Lob F Name,Lob L Name,Report,Pub Off,Recipient,Date,Type,Description,Cost,Principal
Aaron D,Griesheimer,Jan-13,,DUNN. RANDY  - Representative,1/23/2013,"Meals, Food, & Beverage",Missouri Transportation Coalition,$16.45 ,SITE IMPROVEMENT ASSOCIATION
Aaron D,Griesheimer,Jan-13,,"ENGLISH, KEITH  - Representative",1/23/2013,"Meals, Food, & Beverage",Missouri Transportation Coalition,$16.45 ,SITE IMPROVEMENT ASSOCIATION
Aaron D,Griesheimer,Jan-13,,"ENGLUND, VICKI LORENZ - Representative",1/23/2013,"Meals, Food, & Beverage",Missouri Transportation Coalition,$16.45 ,SITE IMPROVEMENT ASSOCIATION
Aaron D,Griesheimer,Jan-13,,"GRISAMORE, JEFF - Representative",1/23/2013,"Meals, Food, & Beverage",Missouri Transportation Coalition,$16.45 ,SITE IMPROVEMENT ASSOCIATION
Aaron D,Griesheimer,Jan-13,,"HANSEN, JIM  - Representative",1/23/2013,"Meals, Food, & Beverage",Missouri Transportation Coalition,$16.45 ,SITE IMPROVEMENT ASSOCIATION
Gerard J,Grimaldi,Jan-13,,"RIZZO, JOHN JOSEPH  - Representative",1/11/2013,"Meals, Food, & Beverage",,$18.00 ,TRUMAN MEDICAL CENTERS
Michael David,Grote,Jan-13,,"CORNEJO, ROBERT  - Representative",1/16/2013,"Meals, Food, & Beverage",food,$16.99 ,MISSOURI SCHOOL BOARDS ASSOCIATION
Michael David,Grote,Jan-13,,"HAAHR, ELIJAH  - Representative",1/16/2013,"Meals, Food, & Beverage",Food & Beverage,$16.99 ,MISSOURI SCHOOL BOARDS ASSOCIATION
Michael David,Grote,Jan-13,,"HICKS, RON  - Representative",1/16/2013,"Meals, Food, & Beverage",food and beverage,$16.99 ,MISSOURI SCHOOL BOARDS ASSOCIATION
Michael David,Grote,Jan-13,,"PFAUTSCH, DONNA  - Representative",1/16/2013,"Meals, Food, & Beverage",food and beverage,$16.99 ,MISSOURI SCHOOL BOARDS ASSOCIATION
Michael David,Grote,Jan-13,,"SCHARNHORST, DWIGHT D. - Representative",1/16/2013,"Meals, Food, & Beverage",food and beverage,$16.99 ,MISSOURI SCHOOL BOARDS ASSOCIATION
Michael David,Grote,Jan-13,,"RHOADS, SHAWN  - Representative",1/16/2013,"Meals, Food, & Beverage",food and beverage,$16.99 ,MISSOURI SCHOOL BOARDS ASSOCIATION
Michael David,Grote,Jan-13,,Victor Callahan - Public Official,1/29/2013,"Meals, Food, & Beverage",Food and beverage,$22.51 ,BRISTOL-MYERS SQUIBB COMPANY
Michael David,Grote,Jan-13,"RIDDLE, JEANIE - Representative",Zack Monroe - Employee or Staff,1/16/2013,"Meals, Food, & Beverage",food and beverage,$33.98 ,MISSOURI SCHOOL BOARDS ASSOCIATION
Michael David,Grote,Jan-13,"JONES, TIMOTHY W - Representative",Tom Smith - Employee or Staff,1/16/2013,"Meals, Food, & Beverage",food and beverage,$16.99 ,MISSOURI SCHOOL BOARDS ASSOCIATION
Michael David,Grote,Jan-13,,"JUSTUS, JOLIE - Senator",1/29/2013,"Meals, Food, & Beverage",Food and beverage,$22.51 ,BRISTOL-MYERS SQUIBB COMPANY
Michael David,Grote,Jan-13,,"SCHMITT, ERIC - Senator",1/29/2013,"Meals, Food, & Beverage",Food and beverage,$35.95 ,BRISTOL-MYERS SQUIBB COMPANY
Michael David,Grote,Jan-13,,"HOUGH, LINCOLN  - Representative",1/29/2013,"Meals, Food, & Beverage",Food and beverage,$22.51 ,BRISTOL-MYERS SQUIBB COMPANY
Michael David,Grote,Jan-13,,"MCKENNA, RYAN - Senator",1/29/2013,"Meals, Food, & Beverage",Food and beverage,$22.51 ,BRISTOL-MYERS SQUIBB COMPANY
Michael David,Grote,Jan-13,"SATER, DAVID  - Senator",Tucker Jobes  - Employee or Staff,1/29/2013,"Meals, Food, & Beverage",Food and beverage,$8.50 ,BRISTOL-MYERS SQUIBB COMPANY
Michael David,Grote,Jan-13,,"DEMPSEY, TOM - Senator",1/29/2013,"Meals, Food, & Beverage",Food and beverage,$22.51 ,BRISTOL-MYERS SQUIBB COMPANY
Michael David,Grote,Jan-13,,"PEARCE, DAVID - Senator",1/29/2013,"Meals, Food, & Beverage",Food and beverage,$15.00 ,BRISTOL-MYERS SQUIBB COMPANY
Michael David,Grote,Jan-13,,"HOUGH, LINCOLN  - Representative",1/23/2013,"Meals, Food, & Beverage",Food and beverage,$45.33 ,BRISTOL-MYERS SQUIBB COMPANY
Michael David,Grote,Jan-13,,"SILVEY, RYAN  - Senator",1/23/2013,"Meals, Food, & Beverage",,$5.00 ,BRISTOL-MYERS SQUIBB COMPANY
Michael David,Grote,Jan-13,"SILVEY, RYAN  - Senator",Mark Schwartz - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",,$5.00 ,BRISTOL-MYERS SQUIBB COMPANY
Michael David,Grote,Jan-13,,"MCKENNA, RYAN - Senator",1/23/2013,"Meals, Food, & Beverage",,$5.00 ,BRISTOL-MYERS SQUIBB COMPANY
Michael David,Grote,Jan-13,,"PFAUTSCH, DONNA  - Representative",1/16/2013,"Meals, Food, & Beverage",NULL,($16.99),MISSOURI SCHOOL BOARDS ASSOCIATION
Michael David,Grote,Jan-13,,"HAAHR, ELIJAH  - Representative",1/16/2013,"Meals, Food, & Beverage",NULL,($16.99),MISSOURI SCHOOL BOARDS ASSOCIATION
Mark F,Habbas,Jan-13,,"CONWAY, PAT - Representative",1/7/2013,"Meals, Food, & Beverage",,$133.82 ,MISSOURI STATE COUNCIL OF FIRE FIGHTERS
Mark F,Habbas,Jan-13,,"SCHMITT, ERIC - Senator",1/16/2013,"Meals, Food, & Beverage",,$7.00 ,MISSOURI STATE COUNCIL OF FIRE FIGHTERS
Mark F,Habbas,Jan-13,,"MCKENNA, RYAN - Senator",1/16/2013,"Meals, Food, & Beverage",,$7.00 ,MISSOURI STATE COUNCIL OF FIRE FIGHTERS
Mark F,Habbas,Jan-13,,"ENGLUND, VICKI LORENZ - Representative",1/29/2013,"Meals, Food, & Beverage",,$9.00 ,MISSOURI STATE COUNCIL OF FIRE FIGHTERS
Mark F,Habbas,Jan-13,,"SWEARINGEN, JAY  - Representative",1/29/2013,"Meals, Food, & Beverage",,$7.00 ,MISSOURI STATE COUNCIL OF FIRE FIGHTERS
Mark F,Habbas,Jan-13,,"HINSON, DAVE - Representative",1/29/2013,"Meals, Food, & Beverage",,$7.00 ,MISSOURI STATE COUNCIL OF FIRE FIGHTERS
Mark F,Habbas,Jan-13,,"HOUGH, LINCOLN  - Representative",1/16/2013,"Meals, Food, & Beverage",,$7.50 ,MISSOURI STATE COUNCIL OF FIRE FIGHTERS
Mark F,Habbas,Jan-13,,"ELLINGTON, BRANDON - Representative",1/29/2013,"Meals, Food, & Beverage",,$4.00 ,MISSOURI STATE COUNCIL OF FIRE FIGHTERS
Mark F,Habbas,Jan-13,,"GARDNER, KIMBERLY  - Representative",1/29/2013,"Meals, Food, & Beverage",,$3.59 ,MISSOURI STATE COUNCIL OF FIRE FIGHTERS
Jay R,Hahn,Jan-13,,"HOUGHTON, JAY D.  - Representative",1/14/2013,"Meals, Food, & Beverage",Food & Beverage for inauguration office reception.  ,$126.64 ,MISSOURI OPTOMETRIC ASSOCIATION
David C.,Hale,Jan-13,,"BROWN, DAN W.  - Senator",1/8/2013,"Meals, Food, & Beverage",grocery delivery fr/HyVee,$38.75 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Jan-13,"BROWN, DAN W.  - Senator",Jared Brown - Employee or Staff,1/8/2013,"Meals, Food, & Beverage",grocery delivery fr/HyVee,$38.75 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Jan-13,"BROWN, DAN W.  - Senator",Betty Pringer - Employee or Staff,1/8/2013,"Meals, Food, & Beverage",grocery delivery fr/HyVee,$38.75 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Jan-13,"BROWN, DAN W.  - Senator",Kaitlyn Merrow - Employee or Staff,1/8/2013,"Meals, Food, & Beverage",grocery delivery fr/HyVee,$38.75 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Jan-13,,"PIKE, RANDY  - Representative",1/8/2013,"Meals, Food, & Beverage",grocery delivery fr/HyVee,$40.02 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Jan-13,,"RICHARD, RON  - Senator",1/8/2013,"Meals, Food, & Beverage",grocery delivery fr/HyVee,$66.54 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Jan-13,"BROWN, DAN W.  - Senator",Jared Brown - Employee or Staff,1/22/2013,"Meals, Food, & Beverage",,$59.81 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Jan-13,,"NIEVES, BRIAN  - Senator",1/28/2013,"Meals, Food, & Beverage",grocery delivery fr/HyVee,$16.80 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Jan-13,"NIEVES, BRIAN  - Senator",Dave Bailey - Employee or Staff,1/28/2013,"Meals, Food, & Beverage",grocery delivery fr/HyVee,$16.80 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Jan-13,"NIEVES, BRIAN  - Senator",Jessica Johnson - Employee or Staff,1/28/2013,"Meals, Food, & Beverage",grocery delivery fr/HyVee,$16.80 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Jan-13,,"DEMPSEY, TOM - Senator",1/17/2013,"Meals, Food, & Beverage",grocery delivery fr/HyVee,$45.41 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Jan-13,,"NIEVES, BRIAN  - Senator",1/16/2013,"Meals, Food, & Beverage",grocery delivery fr/HyVee,$37.63 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Jan-13,"NIEVES, BRIAN  - Senator",Dave Bailey - Employee or Staff,1/16/2013,Other,grocery delivery fr/HyVee,$37.63 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Jan-13,"NIEVES, BRIAN  - Senator",Jessica Johnson - Employee or Staff,1/16/2013,"Meals, Food, & Beverage",grocery delivery fr/HyVee,$37.63 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Jan-13,,"CURLS, SHALONN (KIKI) - Senator",1/14/2013,"Meals, Food, & Beverage",,$108.62 ,MISSOURI HOSPITAL ASSOCIATION
David C.,Hale,Jan-13,,"LEVOTA, PAUL  - Senator",1/14/2013,"Meals, Food, & Beverage",,$108.62 ,MISSOURI HOSPITAL ASSOCIATION
Jay,Hardenbrook,Jan-13,,"LAFAVER, JEREMY  - Representative",1/12/2013,"Meals, Food, & Beverage",,$73.17 ,MISSOURI BUDGET PROJECT
Jay,Hardenbrook,Jan-13,"LAFAVER, JEREMY  - Representative",Fred Wickham - Employee or Staff,1/12/2013,"Meals, Food, & Beverage",,$73.17 ,MISSOURI BUDGET PROJECT
Jay,Hardenbrook,Jan-13,,"GRISAMORE, JEFF - Representative",1/22/2013,"Meals, Food, & Beverage",,$6.30 ,MISSOURI CHILD CARE RESOURCE AND REFERRAL NETWORK
Keith ,Hazelwood,Jan-13,,"FAITH, SALLY - Local Government Official",1/15/2013,"Meals, Food, & Beverage",discussion of the failure of the Great Rivers Greenway ballot initiative to be placed on the April 2nd ballot; and determination of the City's interest in pursuing the development of Harbor San Carlos.,$45.00 ,"RIVERWALK DEVELOPMENT, LLC"
Brent,Hemphill,Jan-13,,"HOUGH, LINCOLN  - Representative",1/29/2013,"Meals, Food, & Beverage",Dinner at Alexandro's ,$19.30 ,BRENT HEMPHILL & ASSOCIATES
Brent,Hemphill,Jan-13,,Victor Callahan - Public Official,1/29/2013,"Meals, Food, & Beverage",Dinner at Alexandro's ,$19.30 ,BRENT HEMPHILL & ASSOCIATES
Brent,Hemphill,Jan-13,,"DEMPSEY, TOM - Senator",1/29/2013,"Meals, Food, & Beverage",Dinner at Alexandro's ,$19.30 ,BRENT HEMPHILL & ASSOCIATES
Brent,Hemphill,Jan-13,,"ROMINE, GARY  - Senator",1/24/2013,"Meals, Food, & Beverage",Lunch ,$9.58 ,BRENT HEMPHILL & ASSOCIATES
Brent,Hemphill,Jan-13,,"KOLKMEYER, GLEN  - Representative",1/15/2013,"Meals, Food, & Beverage",Inaugural Day Event at 229 Madison St. ,$54.47 ,MISSOURI PROPANE GAS ASSOCIATION
Brent,Hemphill,Jan-13,,"MEREDITH, SUSAN  - Representative",1/18/2013,"Meals, Food, & Beverage","Luncheon at Hollywood Casino, Maryland Heights ",$15.99 ,PENN NATIONAL GAMING
Brent,Hemphill,Jan-13,,"ENGLISH, KEITH  - Representative",1/23/2013,"Meals, Food, & Beverage","Luncheon at Hollywood Casino, Maryland Heights ",$15.99 ,PENN NATIONAL GAMING
Brent,Hemphill,Jan-13,,"SMITH, CLEM  - Representative",1/18/2013,"Meals, Food, & Beverage","Luncheon at Hollywood Casino, Maryland Heights ",$15.99 ,PENN NATIONAL GAMING
Brent,Hemphill,Jan-13,,"ZERR, ANNE - Representative",1/18/2013,"Meals, Food, & Beverage","Luncheon at Hollywood Casino, Maryland Heights ",$15.99 ,PENN NATIONAL GAMING
Brent,Hemphill,Jan-13,,"NEWMAN, STACEY - Representative",1/18/2013,"Meals, Food, & Beverage","Luncheon at Hollywood Casino, Maryland Heights ",$15.99 ,PENN NATIONAL GAMING
Brent,Hemphill,Jan-13,,"NICHOLS, MARY  - Representative",1/18/2013,"Meals, Food, & Beverage",Luncheon at Hollywood Casino- Maryland Heights ,$15.99 ,PENN NATIONAL GAMING
Brent,Hemphill,Jan-13,,"OTTO, BILL - Representative",1/18/2013,"Meals, Food, & Beverage",Luncheon at Hollywood Casino- Maryland Heights ,$15.99 ,PENN NATIONAL GAMING
Brent,Hemphill,Jan-13,,"WALSH, GINA  - Senator",1/18/2013,"Meals, Food, & Beverage",Lunceon at Hollywood Casino- Maryland Heights ,$15.99 ,PENN NATIONAL GAMING
Brent,Hemphill,Jan-13,"ENGLISH, KEITH  - Representative",Shelly St. Clair  - Employee or Staff,1/18/2013,"Meals, Food, & Beverage",Luncheon at Hollywood Casino- Maryland Heights ,$15.99 ,PENN NATIONAL GAMING
Brent,Hemphill,Jan-13,,"JUSTUS, JOLIE - Senator",1/29/2013,"Meals, Food, & Beverage",Dinner at Alexandro's ,$19.30 ,BRENT HEMPHILL & ASSOCIATES
Brent,Hemphill,Jan-13,"SATER, DAVID  - Senator",Tucker Jobes  - Employee or Staff,1/29/2013,"Meals, Food, & Beverage",Dinner at Alexandro's ,$19.30 ,BRENT HEMPHILL & ASSOCIATES
Brent,Hemphill,Jan-13,,"MCKENNA, RYAN - Senator",1/29/2013,"Meals, Food, & Beverage",Dinner at Alexandro's,$19.30 ,BRENT HEMPHILL & ASSOCIATES
Brent,Hemphill,Jan-13,,"PEARCE, DAVID - Senator",1/29/2013,"Meals, Food, & Beverage",Dinner at Alexandro's ,$19.30 ,BRENT HEMPHILL & ASSOCIATES
Brent,Hemphill,Jan-13,,"SCHMITT, ERIC - Senator",1/29/2013,"Meals, Food, & Beverage",Dinner at Alexandro's ,$19.30 ,BRENT HEMPHILL & ASSOCIATES
Brent,Hemphill,Jan-13,,"NICHOLS, MARY  - Representative",1/18/2013,"Meals, Food, & Beverage",NULL,($15.99),PENN NATIONAL GAMING
Brent,Hemphill,Jan-13,,"OTTO, BILL - Representative",1/18/2013,"Meals, Food, & Beverage",NULL,($15.99),PENN NATIONAL GAMING
Harry G,Hill,Jan-13,,"MUNZLINGER, BRIAN - Senator",1/24/2013,"Meals, Food, & Beverage",Breakfast catered to Senator and staff,$222.18 ,MISSOURI RURAL WATER ASSOCIATION
Sandy,Howard,Jan-13,"BURNS, BOB - Representative",Diane Burns - Spouse or Child,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"NETH, MYRON  - Representative",Scott O'Donnell - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"LAUER, JEANIE  - Representative",Kelsey Logston - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception ,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"DIXON, BOB - Senator",Amanda Dixon - Spouse or Child,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"JOHNSON, DELUS  - Representative",Karen Gassman - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"MUNTZEL, DAVE  - Representative",June Cardwell - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"SATER, DAVID  - Senator",Robyn Huddleston - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"FITZPATRICK, SCOTT  - Representative",Ben Clutter - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception ,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"LEARA, MIKE - Representative",Tammy Laird - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"MCCAHERTY, JOHN C.  - Representative",Carrie Burcham - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"LANT, BILL  - Representative",Laura Alumbaugh - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"NORR, CHARLIE - Representative",Keri Wolters - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"TORPEY, NOEL  - Representative",Doug Buschjost - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception ,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"RHOADS, SHAWN  - Representative",Ty Rhoads - Spouse or Child,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"KELLEY, MIKE  - Representative",Cory Garr - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"LEARA, MIKE - Representative",Steve Nittler - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,,Sarah Parker Pauley - Public Official,1/23/2013,"Meals, Food, & Beverage",,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"KANDER, JASON - SECRETARY OF STATE ",Casey Clark - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",NULL,($4.55),SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,,"PARSON, MIKE - Senator",1/23/2013,"Meals, Food, & Beverage",SMP Lunch in the Capitol,$10.00 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"DIXON, BOB - Senator",Tracey Joyce - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"ROWDEN, CALEB  - Representative",Stuart Murray  - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"DIXON, BOB - Senator",Keithray Mackie - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception ,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"WRIGHT, JOHN  - Representative",Kay Stockman  - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"MAY, KARLA  - Representative",Marilyn Williams - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"BURNS, BOB - Representative",Justin Schutte - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"AUSTIN, KEVIN  - Representative",Scott Pearson - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"KANDER, JASON - SECRETARY OF STATE ",Casey Clark - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"FLANIGAN, TOM - Representative",Sean Grove - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"LAFAVER, JEREMY  - Representative",Fred Wickham - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"CUNNINGHAM, MIKE  - Senator",Joan Branson - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"DIEHL, JOHN J JR - Representative",Joe Lakin - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"HOSKINS, DENNY L - Representative",Caitlin Kerber - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"CIERPIOT, MIKE  - Representative",Ross Branson - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"FITZWATER, PAUL  - Representative",June Isenberg - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"FITZWATER, PAUL  - Representative",Jim Isenberg - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"HANSEN, JIM  - Representative",Will Megel - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"HURST, TOM  - Representative",Diane Lindsay - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"ENGLISH, KEITH  - Representative",Doug Piant - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"ENGLISH, KEITH  - Representative",Dawn Nicklas - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"EMERY, ED  - Senator",Josh Foster - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"GATSCHENBERGER, CHUCK - Representative",Yolanda Murphy - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"ANDERSON, SONYA  - Representative",Daniel Smith - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"FUNDERBURK, DOUG - Representative",Deanna Gesch - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"SATER, DAVID  - Senator",Tucker Jobes - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"LYNCH, STEVE  - Representative",Dawn Schneiders - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,"BAHR, KURT  - Representative",Nina Dean  - Employee or Staff,1/23/2013,"Meals, Food, & Beverage",Salute Reception,$4.55 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,,"DIXON, BOB - Senator",1/23/2013,"Meals, Food, & Beverage",SMP Lunch in the Capitol,$10.00 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,,"MESSENGER, JEFFREY  - Representative",1/23/2013,"Meals, Food, & Beverage",SMP Lunch in the Capitol,$10.00 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,,"ANDERSON, SONYA  - Representative",1/23/2013,"Meals, Food, & Beverage",SMP Lunch in the Capitol,$10.00 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,,"NORR, CHARLIE - Representative",1/23/2013,"Meals, Food, & Beverage",SMP Lunch in the Capitol,$10.00 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,,"HOUGH, LINCOLN  - Representative",1/23/2013,"Meals, Food, & Beverage",SMP Lunch in the Capitol,$10.00 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,,"DIXON, BOB - Senator",1/18/2013,"Meals, Food, & Beverage",Chamber Legislative Lunch,$20.00 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,,"PARSON, MIKE - Senator",1/18/2013,"Meals, Food, & Beverage",Chamber Legislative Lunch,$20.00 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,,"HOUGH, LINCOLN  - Representative",1/18/2013,"Meals, Food, & Beverage",Chamber Legislative Lunch,$20.00 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,,"MORRIS, LYNN  - Representative",1/18/2013,"Meals, Food, & Beverage",Chamber Legislative Lunch,$20.00 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
Sandy,Howard,Jan-13,,"AUSTIN, KEVIN  - Representative",1/18/2013,"Meals, Food, & Beverage",Chamber Legislative Lunch,$20.00 ,SPRINGFIELD AREA CHAMBER OF COMMERCE
