Lob F Name,Lob L Name,Report,Group,Date,Type,Description,Cost,Principal,Amend Reason,Amend Grp ID,If Amended,Grp ID
Michael David,Grote,Apr-13,ENTIRE MISSOURI HOUSE,4/24/2013,"Meals, Food, & Beverage",Dinner for Missouri House,$422.63 ,MISSOURI SCHOOL BOARDS ASSOCIATION,NULL,0,Not Amended,6484
Mark F,Habbas,Feb-13,ENTIRE MISSOURI SENATE,2/25/2013,"Meals, Food, & Beverage",Dinner in Senator Nieves Office,$208.46 ,MISSOURI STATE COUNCIL OF FIRE FIGHTERS,NULL,0,Not Amended,5734
Mark F,Habbas,Mar-13,ENTIRE MISSOURI HOUSE,3/5/2013,"Meals, Food, & Beverage",Dinner at Hooks for the MO House,$124.00 ,MISSOURI STATE COUNCIL OF FIRE FIGHTERS,NULL,0,Not Amended,5947
Mark F,Habbas,Mar-13,ENTIRE MISSOURI HOUSE,3/26/2013,"Meals, Food, & Beverage",Dinner for MO House-Bones,$169.00 ,MISSOURI STATE COUNCIL OF FIRE FIGHTERS,NULL,0,Not Amended,5948
Mark F,Habbas,Apr-13,ENTIRE GENERAL ASSEMBLY,4/23/2013,"Meals, Food, & Beverage",FireFighter Reception at Paddy Malones,$540.00 ,MISSOURI STATE COUNCIL OF FIRE FIGHTERS,NULL,0,Not Amended,6389
Mark F,Habbas,Apr-13,ENTIRE MISSOURI HOUSE,4/10/2013,"Meals, Food, & Beverage",Hooks Bowling for House crab boil,$362.84 ,MISSOURI STATE COUNCIL OF FIRE FIGHTERS,NULL,0,Not Amended,6390
Mark F,Habbas,Apr-13,ENTIRE MISSOURI SENATE,4/3/2013,"Meals, Food, & Beverage",Senate Crab Boil at Bones,$220.68 ,MISSOURI STATE COUNCIL OF FIRE FIGHTERS,NULL,0,Not Amended,6391
Mark F,Habbas,May-13,ENTIRE GENERAL ASSEMBLY,5/3/2013,"Meals, Food, & Beverage",House and Senate Boots Scoot and Boogie Event at Memorial Park,$250.00 ,MISSOURI STATE COUNCIL OF FIRE FIGHTERS,NULL,0,Not Amended,6590
Mandy,Hagan,Apr-13,HOUSE MAJORITY CAUCUS,4/10/2013,"Meals, Food, & Beverage",Crab Boil at Hooks,$212.50 ,WALGREEN CO,NULL,0,Not Amended,6243
Mandy,Hagan,Apr-13,HOUSE MINORITY CAUCUS,4/10/2013,"Meals, Food, & Beverage",Crab Boil at Hooks,$212.50 ,WALGREEN CO,NULL,0,Not Amended,6244
Jay R,Hahn,Feb-13,"PROFESSIONAL REGISTRATION AND LICENSING, Standing",2/13/2013,"Meals, Food, & Beverage",Capitol Building Catered Committee Lunch ,$213.48 ,MISSOURI OPTOMETRIC ASSOCIATION,NULL,0,Not Amended,5696
Jay R,Hahn,Apr-13,"HEALTH INSURANCE, Standing",4/16/2013,"Meals, Food, & Beverage"," Catered Luncheon, Capitol Hearing RM 5 ",$173.71 ,MISSOURI OPTOMETRIC ASSOCIATION,NULL,0,Not Amended,6388
Jay R,Hahn,May-13,ENTIRE MISSOURI SENATE,5/17/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, Catered CJ Wings",$175.81 ,MISSOURI OPTOMETRIC ASSOCIATION,NULL,0,Not Amended,6586
Jay R,Hahn,May-13,ENTIRE MISSOURI HOUSE,5/4/2013,"Meals, Food, & Beverage","Softball Tournament, Jefferson City, Obies Pizza   ",$76.00 ,MISSOURI OPTOMETRIC ASSOCIATION,NULL,0,Not Amended,6588
David C.,Hale,Jan-13,HOUSE MAJORITY CAUCUS,1/8/2013,"Meals, Food, & Beverage","Catered luncheon, MO State Capitol, JC MO",$350.00 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5380
David C.,Hale,Jan-13,HOUSE MAJORITY CAUCUS,1/11/2013,"Meals, Food, & Beverage","Weekly coffee delivery, MO State Capitol, JC MO",$94.28 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5384
David C.,Hale,Jan-13,SENATE MINORITY CAUCUS,1/31/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$101.74 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5385
David C.,Hale,Jan-13,"BUDGET, Standing",1/28/2013,"Meals, Food, & Beverage","catered breakfast, MO State Capitol, JC MO",$267.50 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5386
David C.,Hale,Jan-13,HOUSE MAJORITY CAUCUS,1/30/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$168.63 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5387
David C.,Hale,Jan-13,HOUSE MAJORITY CAUCUS,1/24/2013,"Meals, Food, & Beverage","grocery delivery, MO State Capitol, JC MO",$129.32 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5388
David C.,Hale,Jan-13,HOUSE MAJORITY CAUCUS,1/28/2013,"Meals, Food, & Beverage","grocery delivery, MO State Capitol, JC MO",$81.84 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5389
David C.,Hale,Jan-13,HOUSE MINORITY CAUCUS,1/29/2013,"Meals, Food, & Beverage","weekly coffee delivery, MO State Capitol, JC MO",$325.88 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5390
David C.,Hale,Jan-13,HOUSE MAJORITY CAUCUS,1/22/2013,"Meals, Food, & Beverage","Weekly coffee delivery, MO State Capitol, JC MO",$67.99 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5391
David C.,Hale,Jan-13,"PROFESSIONAL REGISTRATION AND LICENSING, Standing",1/28/2013,"Meals, Food, & Beverage","grocery delivery, MO State Capitol, JC MO",$46.33 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5392
David C.,Hale,Jan-13,SENATE MINORITY CAUCUS,1/15/2013,"Meals, Food, & Beverage","grocery delivery, MO State Capitol, JC MO",$51.69 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5393
David C.,Hale,Jan-13,ENTIRE MISSOURI SENATE,1/9/2013,"Meals, Food, & Beverage","catered lunch, MO State Capitol, JC MO",$500.00 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5394
David C.,Hale,Jan-13,HOUSE MAJORITY CAUCUS,1/15/2013,"Meals, Food, & Beverage","grocery delivery, MO State Capitol, JC MO",$96.49 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5395
David C.,Hale,Jan-13,HOUSE MAJORITY CAUCUS,1/15/2013,"Meals, Food, & Beverage","grocery delivery, MO State Capitol, JC MO",$49.90 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5396
David C.,Hale,Jan-13,HOUSE MAJORITY CAUCUS,1/16/2013,"Meals, Food, & Beverage","grocery delivery, MO State Capitol, JC MO",$372.55 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5397
David C.,Hale,Jan-13,ENTIRE GENERAL ASSEMBLY,1/25/2013,"Meals, Food, & Beverage","catered lunch, MO State Capitol, JC",$255.00 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5398
David C.,Hale,Feb-13,"PROFESSIONAL REGISTRATION AND LICENSING, Standing",2/25/2013,"Meals, Food, & Beverage",Grocery delivery to MO State Capitol,$67.00 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5642
David C.,Hale,Feb-13,"HEALTH CARE POLICY, Standing",2/27/2013,"Meals, Food, & Beverage","catered lunch, MO State Capitol",$110.42 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5643
David C.,Hale,Feb-13,"BUDGET, Standing",2/18/2013,"Meals, Food, & Beverage","Dinner event, DoubleTree Hotel","$2,897.27 ",MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5644
David C.,Hale,Feb-13,JUDICIARY AND CIVIL AND CRIMINAL JURISPRUDENCE - Assigned bills,2/11/2013,"Meals, Food, & Beverage","catered lunch, MO State Capitol",$170.00 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5645
David C.,Hale,Feb-13,HOUSE MAJORITY CAUCUS,2/27/2013,"Meals, Food, & Beverage",grocery delivery fr/HyVee,$56.40 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5646
David C.,Hale,Feb-13,HOUSE MAJORITY CAUCUS,2/18/2013,"Meals, Food, & Beverage",grocery delivery fr/HyVee,$84.18 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5647
David C.,Hale,Feb-13,HOUSE MAJORITY CAUCUS,2/13/2013,"Meals, Food, & Beverage",grocery delivery fr/HyVee,$41.60 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5648
David C.,Hale,Feb-13,HOUSE MAJORITY CAUCUS,2/4/2013,"Meals, Food, & Beverage",grocery delivery fr/HyVee,$72.75 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5649
David C.,Hale,Feb-13,HOUSE MAJORITY CAUCUS,2/1/2013,"Meals, Food, & Beverage","weekly coffee delivery, MO State Capitol",$135.97 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5650
David C.,Hale,Feb-13,SENATE MAJORITY CAUCUS,2/25/2013,"Meals, Food, & Beverage",grocery delivery fr/HyVee,$75.28 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5651
David C.,Hale,Feb-13,SENATE MAJORITY CAUCUS,2/13/2013,"Meals, Food, & Beverage",grocery delivery fr/HyVee,$89.67 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5652
David C.,Hale,Feb-13,SENATE MAJORITY CAUCUS,2/4/2013,"Meals, Food, & Beverage",grocery delivery fr/HyVee,$85.63 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5653
David C.,Hale,Feb-13,ENTIRE MISSOURI SENATE,2/26/2013,"Meals, Food, & Beverage","catered lunch, MO State Capitol",$230.42 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5654
David C.,Hale,Feb-13,ENTIRE MISSOURI SENATE,2/12/2013,"Meals, Food, & Beverage","catered lunch, MO State Capitol",$339.39 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5655
David C.,Hale,Feb-13,ENTIRE MISSOURI SENATE,2/12/2013,"Meals, Food, & Beverage","Catered meals, Mo State Capitol",$500.00 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5656
David C.,Hale,Feb-13,ENTIRE MISSOURI SENATE,2/7/2013,"Meals, Food, & Beverage","catered lunch, MO State Capitol",$879.87 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5657
David C.,Hale,Mar-13,SENATE MINORITY CAUCUS,3/13/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$63.99 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5841
David C.,Hale,Mar-13,HOUSE MAJORITY CAUCUS,3/13/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$360.64 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5842
David C.,Hale,Mar-13,SENATE MAJORITY CAUCUS,3/20/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$82.23 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5845
David C.,Hale,Mar-13,SENATE MAJORITY CAUCUS,3/24/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$194.53 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5846
David C.,Hale,Mar-13,HOUSE MAJORITY CAUCUS,3/26/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$92.99 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5847
David C.,Hale,Mar-13,HOUSE MAJORITY CAUCUS,3/25/2013,"Meals, Food, & Beverage","Event at DoubleTree, JC MO","$3,606.31 ",MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5848
David C.,Hale,Mar-13,"PROFESSIONAL REGISTRATION AND LICENSING, Standing",3/5/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$49.69 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5849
David C.,Hale,Mar-13,HOUSE MAJORITY CAUCUS,3/6/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$87.87 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5850
David C.,Hale,Mar-13,HOUSE MAJORITY CAUCUS,3/6/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$117.88 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5851
David C.,Hale,Mar-13,HOUSE MAJORITY CAUCUS,3/2/2013,"Meals, Food, & Beverage","Weekly coffee delivery, MO State Capitol, JC MO",$101.98 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5852
David C.,Hale,Mar-13,SENATE MAJORITY CAUCUS,3/6/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$60.80 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5853
David C.,Hale,Mar-13,"TRANSPORTATION, Standing",3/12/2013,"Meals, Food, & Beverage","catered lunch, MO State Capitol, JC MO",$241.73 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,5854
David C.,Hale,Apr-13,ENTIRE MISSOURI SENATE,4/23/2013,"Meals, Food, & Beverage","Weekly chai delivery, MO State Capitol",$299.67 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6283
David C.,Hale,Apr-13,HOUSE MAJORITY CAUCUS,4/22/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$102.51 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6284
David C.,Hale,Apr-13,"GENERAL LAWS, Standing",4/23/2013,"Meals, Food, & Beverage","Catered lunch, MO State Capitol, JC MO",$224.98 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6285
David C.,Hale,Apr-13,"PROFESSIONAL REGISTRATION AND LICENSING, Standing",4/17/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$150.21 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6286
David C.,Hale,Apr-13,SENATE MAJORITY CAUCUS,4/16/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$75.27 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6287
David C.,Hale,Apr-13,HOUSE MAJORITY CAUCUS,4/16/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$135.96 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6288
David C.,Hale,Apr-13,VETERANS` AFFAIRS AND HEALTH - Assigned bills,4/16/2013,"Meals, Food, & Beverage","Dinner, Alexandro's, JC MO",$792.13 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6289
David C.,Hale,Apr-13,ENTIRE MISSOURI SENATE,4/30/2013,"Meals, Food, & Beverage","Catered lunch, MO State Capitol, JC MO",$400.00 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6290
David C.,Hale,Apr-13,"RULES, Standing",4/29/2013,"Meals, Food, & Beverage","Weekly delivery fr/Cafe Via Roma, MO State Capitol, JC MO",$69.69 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6291
David C.,Hale,Apr-13,SENATE MAJORITY CAUCUS,4/30/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$122.01 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6292
David C.,Hale,Apr-13,HOUSE MAJORITY CAUCUS,4/29/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$195.55 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6293
David C.,Hale,Apr-13,HOUSE MAJORITY CAUCUS,4/29/2013,"Meals, Food, & Beverage","Weekly coffee delivery, MO State Capitol, JC MO",$104.98 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6294
David C.,Hale,Apr-13,SENATE MINORITY CAUCUS,4/30/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$65.44 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6295
David C.,Hale,Apr-13,SENATE MAJORITY CAUCUS,4/29/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol JC MO",$133.54 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6296
David C.,Hale,Apr-13,HOUSE MAJORITY CAUCUS,4/29/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$129.14 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6297
David C.,Hale,Apr-13,ENTIRE MISSOURI SENATE,4/30/2013,"Meals, Food, & Beverage","Catered breakfast, MO State Capitol, JC MO","$1,817.86 ",MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6298
David C.,Hale,Apr-13,"APPROPRIATIONS - HEALTH, MENTAL HEALTH, AND SOCIAL SERVICES, Standing",4/9/2013,"Meals, Food, & Beverage","Catered breakfast, MO State Capitol, JC MO",$39.32 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6299
David C.,Hale,Apr-13,"FISCAL REVIEW, Standing",4/10/2013,"Meals, Food, & Beverage","Catered breakfast, MO State Capitol, JC MO",$39.32 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6300
David C.,Hale,Apr-13,"BUDGET, Standing",4/9/2013,"Meals, Food, & Beverage","Catered lunch, MO State Capitol, JC MO",$590.76 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6301
David C.,Hale,Apr-13,"PROFESSIONAL REGISTRATION AND LICENSING, Standing",4/2/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$67.31 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6302
David C.,Hale,Apr-13,HOUSE MAJORITY CAUCUS,4/3/2013,"Meals, Food, & Beverage","Weekly coffee delivery, MO State Capitol, JC MO",$135.97 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6303
David C.,Hale,Apr-13,HOUSE MAJORITY CAUCUS,4/2/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol JC MO",$99.74 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6304
David C.,Hale,Apr-13,SENATE MAJORITY CAUCUS,4/4/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$103.64 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6305
David C.,Hale,Apr-13,HOUSE MAJORITY CAUCUS,4/9/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol JC MO",$204.49 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6306
David C.,Hale,Apr-13,HOUSE MAJORITY CAUCUS,4/10/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$63.71 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6307
David C.,Hale,Apr-13,"HEALTH CARE POLICY, Standing",4/10/2013,"Meals, Food, & Beverage","Catered lunch, MO State Capitol, JC MO",$161.05 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6308
David C.,Hale,Apr-13,HOUSE MAJORITY CAUCUS,4/1/2013,"Meals, Food, & Beverage","Weekly coffee delivery, MO State Capitol JC MO","$1,660.62 ",MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6309
David C.,Hale,Apr-13,ENTIRE MISSOURI HOUSE,4/2/2013,"Meals, Food, & Beverage","Catered dinner, MO State Capitol, JC MO",$472.59 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6310
David C.,Hale,Mar-13,"RULES, Standing",3/28/2013,"Meals, Food, & Beverage","Catered lunch, MO State Capitol, JC MO",$151.38 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6469
David C.,Hale,May-13,HOUSE MINORITY CAUCUS,5/2/2013,"Meals, Food, & Beverage","Reception at DoubleTree Hotel, JC MO","$1,852.76 ",MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6567
David C.,Hale,May-13,HOUSE MAJORITY CAUCUS,5/6/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$129.78 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6568
David C.,Hale,May-13,"BUDGET, Standing",5/7/2013,"Meals, Food, & Beverage","Catered breakfast, MO State Capitol, JC MO",$105.57 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6569
David C.,Hale,May-13,SENATE MAJORITY CAUCUS,5/9/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$251.58 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6570
David C.,Hale,May-13,SENATE MAJORITY CAUCUS,5/7/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$101.67 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6572
David C.,Hale,May-13,ENTIRE MISSOURI HOUSE,5/8/2013,"Meals, Food, & Beverage","Catered lunch, MO State Capitol, JC MO",$500.00 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6573
David C.,Hale,May-13,HOUSE MAJORITY CAUCUS,5/13/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$225.61 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6574
David C.,Hale,May-13,HOUSE MAJORITY CAUCUS,5/14/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$81.09 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6575
David C.,Hale,May-13,SENATE MAJORITY CAUCUS,5/14/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$255.02 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6579
David C.,Hale,May-13,"PROFESSIONAL REGISTRATION AND LICENSING, Standing",5/14/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$117.59 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6580
David C.,Hale,May-13,ENTIRE GENERAL ASSEMBLY,5/15/2013,"Meals, Food, & Beverage","Catered lunch, MO State Capitol, JC MO",$165.00 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6581
David C.,Hale,May-13,HOUSE MAJORITY CAUCUS,5/15/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$81.82 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6582
David C.,Hale,May-13,ENTIRE MISSOURI SENATE,5/15/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$45.41 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6583
David C.,Hale,May-13,HOUSE MAJORITY CAUCUS,5/16/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$36.18 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6584
David C.,Hale,May-13,HOUSE MAJORITY CAUCUS,5/16/2013,"Meals, Food, & Beverage","Grocery delivery, MO State Capitol, JC MO",$79.11 ,MISSOURI HOSPITAL ASSOCIATION,NULL,0,Not Amended,6585
Gary,Harbison,Feb-13,ENTIRE GENERAL ASSEMBLY,2/11/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Working Diner",$460.00 ,MISSOURI COALITION FOR ORAL HEALTH INC,NULL,0,Not Amended,5582
Gary,Harbison,Mar-13,"ORAL HEALTH ISSUE DEVELOPMENT, Standing",3/11/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/light refreshments",$192.77 ,MISSOURI COALITION FOR ORAL HEALTH INC,NULL,0,Not Amended,5906
Kathryn Ann,Harness,Feb-13,"CRIME PREVENTION AND PUBLIC SAFETY, STANDING",2/7/2013,"Meals, Food, & Beverage",Missouri State Capitol,$178.18 ,AMERICAN INSTITUTE OF ARCHITECTS OF MISSOURI,NULL,0,Not Amended,5590
Kathryn Ann,Harness,Feb-13,ENTIRE MISSOURI SENATE,2/19/2013,"Meals, Food, & Beverage",Missouri State Capitol,$47.13 ,"NORTHPORT HEALTH SERVICES, INC.",NULL,0,Not Amended,5591
Kathryn Ann,Harness,Feb-13,ENTIRE MISSOURI SENATE,2/25/2013,"Meals, Food, & Beverage",Missouri State Capitol,$112.86 ,METRO,NULL,0,Not Amended,5594
Kathryn Ann,Harness,Mar-13,ENTIRE MISSOURI SENATE,3/1/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Coffee",$173.06 ,ST. LUKE HEALTH SYSTEM,NULL,0,Not Amended,5827
Kathryn Ann,Harness,Mar-13,ENTIRE MISSOURI SENATE,3/25/2013,"Meals, Food, & Beverage","West Gate Bowling Lanes, Jefferson City, MO/Catered dinner",$250.00 ,ST. LUKE HEALTH SYSTEM,NULL,0,Not Amended,5828
Kathryn Ann,Harness,Apr-13,ENTIRE MISSOURI SENATE,4/3/2013,"Meals, Food, & Beverage",Missouri State Ca,$286.74 ,METRO,NULL,0,Not Amended,6401
Kathryn Ann,Harness,Apr-13,"UTILITIES, Standing",4/11/2013,"Meals, Food, & Beverage","Missouri State Captitol, Jefferson City, MO",$104.00 ,"AMERESCO, INC.",NULL,0,Not Amended,6402
Kathryn Ann,Harness,Apr-13,"CRIME PREVENTION AND PUBLIC SAFETY, STANDING",4/15/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered lunch",$195.62 ,AMERICAN INSTITUTE OF ARCHITECTS OF MISSOURI,NULL,0,Not Amended,6403
Kathryn Ann,Harness,Apr-13,"GENERAL LAWS, Standing",4/30/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch",$183.97 ,MISSOURI BEER WHOLESALERS ASSOCIATION,NULL,0,Not Amended,6404
Kathryn Ann,Harness,Apr-13,"PROFESSIONAL REGISTRATION AND LICENSING, Standing",4/17/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch",$285.79 ,ST. LUKE HEALTH SYSTEM,NULL,0,Not Amended,6405
Kathryn Ann,Harness,Apr-13,ENTIRE MISSOURI SENATE,4/23/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered breakfast",$290.86 ,"NORTHPORT HEALTH SERVICES, INC.",NULL,0,Not Amended,6406
Kathryn Ann,Harness,May-13,ENTIRE MISSOURI SENATE,5/8/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO, catered luncheon",$165.00 ,ST. LUKE HEALTH SYSTEM,NULL,0,Not Amended,6685
Kathryn Ann,Harness,May-13,ENTIRE MISSOURI SENATE,5/7/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO, catered lunch",$301.63 ,"NORTHPORT HEALTH SERVICES, INC.",NULL,0,Not Amended,6686
Kathryn Ann,Harness,May-13,ENTIRE MISSOURI SENATE,5/1/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO, catered tea/coffee",$173.06 ,METRO,NULL,0,Not Amended,6687
