Lob F Name,Lob L Name,Report,Pub Off,Recipient,Date,Type,Description,Cost,Principal,Amend Reason,Amend Indv ID,If Amended,Indv ID
Daniel,Kleinsorge,May-13,"LAGER, BRAD - Senator",Brooke Jameson - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35711
Daniel,Kleinsorge,May-13,"LAGER, BRAD - Senator",Rich Germinder - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35712
Daniel,Kleinsorge,May-13,DUNN. RANDY  - Representative,Davorin Kristo - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35713
Daniel,Kleinsorge,May-13,"PARSON, MIKE - Senator",Bubs Hohulin - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35714
Daniel,Kleinsorge,May-13,"PARSON, MIKE - Senator",Marylynn Luetkemeyer - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35715
Daniel,Kleinsorge,May-13,House of Representatives - Public Official,Alexandria Zunsteg - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35716
Daniel,Kleinsorge,May-13,House Research - Public Official,Jason Glahn - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35717
Daniel,Kleinsorge,May-13,"WALSH, GINA  - Senator",Janson Thomas - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35718
Daniel,Kleinsorge,May-13,Senate - Public Official,Cathy Kulp - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35719
Daniel,Kleinsorge,May-13,Legislative Research - Public Official,Greg Swisher - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35720
Daniel,Kleinsorge,May-13,"PIERSON, TOMMIE  - Representative",Laura Barnett - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35721
Daniel,Kleinsorge,May-13,"KEENEY, SHELLEY (WHITE) - Representative",Judy Wittenberger - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35754
Daniel,Kleinsorge,May-13,"LIBLA, DOUG  - Senator",Kyle Aubuchon - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35755
Daniel,Kleinsorge,May-13,Senate Majority Caucus - Public Official,Lauren Hieger - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35756
Daniel,Kleinsorge,May-13,Senate - Public Official,Courtney Lauer - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35757
Daniel,Kleinsorge,May-13,"WALLINGFORD, WAYNE  - Senator",Bill Foster - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35742
Daniel,Kleinsorge,May-13,"HOSKINS, DENNY L - Representative",Caitlin Kerber - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35777
Daniel,Kleinsorge,May-13,Senate - Public Official,Tammy Tacket - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35778
Daniel,Kleinsorge,May-13,House of Representatives - Public Official,Samantha Hall - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35779
Daniel,Kleinsorge,May-13,Senate - Public Official,Robyn Huddert - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35780
Daniel,Kleinsorge,May-13,Senate Majority Caucus - Public Official,Ryan Nonnemaker - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35781
Daniel,Kleinsorge,May-13,Senate - Public Official,Wilma Rowden - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35782
Daniel,Kleinsorge,May-13,Senate - Public Official,Stacy Morse - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35783
Daniel,Kleinsorge,May-13,Senate - Public Official,Ben Smith - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35784
Daniel,Kleinsorge,May-13,"EMERY, ED  - Senator",Josh Foster - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35785
Daniel,Kleinsorge,May-13,Senate Doorkeeper - Public Official,Gail Jones - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35786
Daniel,Kleinsorge,May-13,Senate Research - Public Official,Jim Entur - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35787
Daniel,Kleinsorge,May-13,"EMERY, ED  - Senator",Rose Granich - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35788
Daniel,Kleinsorge,May-13,Senate Research - Public Official,George Hagedorn - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35789
Daniel,Kleinsorge,May-13,Joint Committee on Legislative Research - Public Official,Gregory V. Beeks - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35790
Daniel,Kleinsorge,May-13,Senate - Public Official,Jacques Michel - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35791
Daniel,Kleinsorge,May-13,Senate - Public Official,Brad Mariano - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35792
Daniel,Kleinsorge,May-13,"RUPP, SCOTT - Senator",Rachel Hassani - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35760
Daniel,Kleinsorge,May-13,"RUPP, SCOTT - Senator",Bev Cain - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35761
Daniel,Kleinsorge,May-13,Senate - Public Official,Sara Stubbert - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35762
Daniel,Kleinsorge,May-13,"KOENIG, ANDREW - Representative",Daniel Wilhelm - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35763
Daniel,Kleinsorge,May-13,"KORMAN, BART  - Representative",Bonnie Linhardt - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35764
Daniel,Kleinsorge,May-13,Senate - Public Official,Todd Scott - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35765
Daniel,Kleinsorge,May-13,House of Representatives - Public Official,Stacey Smith - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35766
Daniel,Kleinsorge,May-13,"MUNZLINGER, BRIAN - Senator",Heidi Geisbuhler - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35767
Daniel,Kleinsorge,May-13,"MUNZLINGER, BRIAN - Senator",Pat Thomas - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35768
Daniel,Kleinsorge,May-13,"MUNZLINGER, BRIAN - Senator",Emily Lewis - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35769
Daniel,Kleinsorge,May-13,MNEH - Public Official,Carol Weatherford - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35770
Daniel,Kleinsorge,May-13,House of Representatives - Public Official,Brad Werner - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35771
Daniel,Kleinsorge,May-13,"MARSHALL, NICK  - Representative",Beth Peters - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35772
Daniel,Kleinsorge,May-13,"BAHR, KURT  - Representative",Nina Dean - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35773
Daniel,Kleinsorge,May-13,CIS - Public Official,Robin Brinkley - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35794
Daniel,Kleinsorge,May-13,"SCHARNHORST, DWIGHT D. - Representative",Aaron Smith - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35795
Daniel,Kleinsorge,May-13,"REDMON, CRAIG  - Representative",Brittany Belt - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35796
Daniel,Kleinsorge,May-13,"FOWLER, DENNIS  - Representative",Rita Clarkson - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35797
Daniel,Kleinsorge,May-13,"BAHR, KURT  - Representative",Jordan Weller - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35799
Daniel,Kleinsorge,May-13,"GATSCHENBERGER, CHUCK - Representative",Yolanda Murphy - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35800
Daniel,Kleinsorge,May-13,"BUTLER, MICHAEL  - Representative",Kaylan Holloway - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35801
Daniel,Kleinsorge,May-13,House IT - Public Official,Donna Green - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35802
Daniel,Kleinsorge,May-13,Senate Operations - Public Official,Jon Burton - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35803
Daniel,Kleinsorge,May-13,"NIEVES, BRIAN  - Senator",Jessica Johnson - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35804
Daniel,Kleinsorge,May-13,"NIEVES, BRIAN  - Senator",Dave Bailey - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35805
Daniel,Kleinsorge,May-13,"NIEVES, BRIAN  - Senator",Kija Zuroweste - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35806
Daniel,Kleinsorge,May-13,House Print Shop - Public Official,Nicole Clary Newport - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35807
Daniel,Kleinsorge,May-13,House of Representatives - Public Official,David Welch - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35808
Daniel,Kleinsorge,May-13,"ENGLISH, KEITH  - Representative",Shelly St. Clair - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35809
Daniel,Kleinsorge,May-13,Senate - Public Official,Lynn Williams - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35810
Daniel,Kleinsorge,May-13,"WEBB, STEVE - Representative",Paula Savage - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35811
Daniel,Kleinsorge,May-13,"MORRIS, LYNN  - Representative",Anne Vogel - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35812
Daniel,Kleinsorge,May-13,"BURNS, BOB - Representative",Justin Schutte - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35813
Daniel,Kleinsorge,May-13,House Printing - Public Official,K. Rose - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35814
Daniel,Kleinsorge,May-13,Human Resources - Public Official,Cindy Winhoust - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35815
Daniel,Kleinsorge,May-13,"DIXON, BOB - Senator",Eric Jennings - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35816
Daniel,Kleinsorge,May-13,"DIXON, BOB - Senator",Tracey Joyce - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35817
Daniel,Kleinsorge,May-13,"AUSTIN, KEVIN  - Representative",Scott Pearson - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35818
Daniel,Kleinsorge,May-13,House of Representatives Operations - Public Official,Greg Sandbothe - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35819
Daniel,Kleinsorge,May-13,House of Representatives - Public Official,Caroline Pitchford - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35820
Daniel,Kleinsorge,May-13,"BEATTY, GAIL MCCANN  - Representative",Jill Quick - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35821
Daniel,Kleinsorge,May-13,"RHOADS, SHAWN  - Representative",Karen Rehagen - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35751
Daniel,Kleinsorge,May-13,CIS - Public Official,Kim Wade - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35752
Daniel,Kleinsorge,May-13,Senate - Public Official,Melissa Stone - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35744
Daniel,Kleinsorge,May-13,Legislative Research - Public Official,Lois Mumpower - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35745
Daniel,Kleinsorge,May-13,Senate - Public Official,Megan Browning - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35747
Daniel,Kleinsorge,May-13,Senate - Public Official,John Bowman - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35748
Daniel,Kleinsorge,May-13,House of Representatives - Public Official,Linda Howard - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35749
Daniel,Kleinsorge,May-13,"RIZZO, JOHN JOSEPH  - Representative",Steven Myers - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35735
Daniel,Kleinsorge,May-13,House of Representaives - Public Official,Irene Foster - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35738
Daniel,Kleinsorge,May-13,Senate - Public Official,Kathy Parris - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35740
Daniel,Kleinsorge,May-13,"JOHNSON, DELUS  - Representative",Karen Gassman - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Amended,35727
Daniel,Kleinsorge,May-13,"MEREDITH, SUSAN  - Representative",Glenda Battel - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35728
Daniel,Kleinsorge,May-13,"MCNEIL, MARGO - Representative",Linda Brandt - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35729
Daniel,Kleinsorge,May-13,"MCKENNA, TIMOTHY  - Representative",Shirley Balkenbush - Spouse or Child,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35731
Daniel,Kleinsorge,May-13,"RIZZO, JOHN JOSEPH  - Representative",Lisa Hurst - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35733
Daniel,Kleinsorge,May-13,"JONES, CALEB  - Representative",Sherri Kempf - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies",$5.00 ,MISSOURI FARMERS CARE,,0,Amended,35725
Daniel,Kleinsorge,May-13,"COOKSON, STEVE  - Representative",Liane Kuhn - Employee or Staff,5/14/2013,"Meals, Food, & Beverage","Missouri State Capitol South Lawn / Burgers on the Lawn - pork burgers, hamburgers, chips, soda, water, and cookies ",$5.00 ,MISSOURI FARMERS CARE,,0,Not Amended,35585
